,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity
14679,-117.1,32.83,16,1049,154,467,160,6.2047,<1H OCEAN
5729,-118.23,34.17,37,4524,1005,2099,937,3.5781,<1H OCEAN
11922,-117.38,33.96,30,3153,623,1544,575,3.4491,INLAND
11368,-117.98,33.7,17,1989,411,1401,453,4.1603,<1H OCEAN
597,-122.07,37.7,39,1420,272,645,277,4.125,NEAR BAY
7887,-118.04,33.87,17,2358,396,1387,364,6.299,<1H OCEAN
6366,-118,34.16,42,1020,156,398,157,6.101,INLAND
10221,-117.89,33.88,15,1655,626,1549,582,1.9127,<1H OCEAN
9460,-123.64,39.45,21,3359,677,1908,642,3.0433,<1H OCEAN
15745,-122.43,37.78,52,4014,1069,2070,927,2.8202,NEAR BAY
12958,-121.33,38.68,13,5826,1411,2244,1219,1.9093,INLAND
8832,-118.37,34.09,33,3180,865,1347,841,4.0651,<1H OCEAN
10957,-117.88,33.75,34,3004,673,5477,640,2.8342,<1H OCEAN
3342,-122.62,38.73,21,1425,323,727,287,2.1474,INLAND
16314,-121.32,38.01,20,1903,395,919,359,2.6765,INLAND
4425,-118.24,34.07,27,223,80,249,82,1.6136,<1H OCEAN
6320,-117.97,33.99,22,5284,982,2613,932,4.7332,<1H OCEAN
1120,-121.59,39.77,24,1535,276,664,273,2.3068,INLAND
20600,-121.57,39.16,18,1632,367,769,330,3.1029,INLAND
8315,-118.33,33.34,52,2359,591,1100,431,2.8333,ISLAND
6191,-117.89,34.1,34,2048,411,1456,416,3.125,<1H OCEAN
11574,-118,33.76,29,1982,503,1426,502,3.0263,<1H OCEAN
3547,-118.6,34.26,18,6154,1070,3010,1034,5.6392,<1H OCEAN
1497,-122,37.95,9,2214,256,848,239,6.8145,INLAND
11511,-118.11,33.73,32,1258,333,645,334,5.0476,NEAR OCEAN
13548,-117.31,34.13,35,1622,393,1296,362,1.9286,INLAND
12514,-121.45,38.56,51,1250,235,452,232,2.625,INLAND
6524,-118.04,34.06,30,2019,551,2481,484,3.1875,<1H OCEAN
14153,-117.08,32.77,31,1070,155,426,153,6.1628,NEAR OCEAN
14090,-117.1,32.76,30,1835,474,934,415,2.875,NEAR OCEAN
18921,-122.18,38.07,10,4976,849,2089,803,5.3288,NEAR BAY
18906,-122.26,38.15,26,3699,671,2388,699,4.0515,NEAR BAY
189,-122.24,37.79,47,1372,395,1237,303,2.125,NEAR BAY
12742,-121.36,38.62,34,2447,503,1077,456,3.058,INLAND
2641,-124.09,40.55,24,2978,553,1370,480,2.7644,<1H OCEAN
1603,-122.14,37.88,34,6986,1096,2865,1124,6.2275,NEAR BAY
5607,-118.3,33.79,21,1068,283,1180,274,2.5,<1H OCEAN
5506,-118.42,33.98,3,475,155,236,153,3.6667,<1H OCEAN
3827,-118.46,34.2,22,4855,1350,2519,1258,3.0893,<1H OCEAN
1999,-119.77,36.74,20,1855,519,1091,443,1.5547,INLAND
9190,-118.35,34.32,52,102,29,54,32,1.9875,<1H OCEAN
15415,-117.27,33.22,16,1420,311,470,313,1.8849,<1H OCEAN
14522,-117.13,32.9,15,2785,644,1798,630,3.7156,<1H OCEAN
6993,-118.02,33.95,36,1681,329,964,311,4.108,<1H OCEAN
5361,-118.41,34.04,52,2113,332,800,327,11.1768,<1H OCEAN
15555,-117.08,33.12,33,674,208,565,188,1.875,<1H OCEAN
3682,-118.42,34.2,34,161,48,66,33,1,<1H OCEAN
16378,-121.29,38.02,12,2006,426,1849,396,2.5437,INLAND
3894,-118.52,34.2,35,2891,594,1757,581,4.3571,<1H OCEAN
13674,-117.27,34.05,34,1703,395,849,359,3.1607,INLAND
11680,-118,33.84,30,1549,325,885,299,4.0039,<1H OCEAN
1090,-121.82,39.72,42,2978,694,1879,679,1.5064,INLAND
12976,-121.31,38.67,27,1998,353,970,343,4.8224,INLAND
3383,-118.27,34.25,39,699,150,358,143,4.4375,<1H OCEAN
6360,-117.98,34.14,24,1596,388,1329,352,3.0417,INLAND
19826,-119.48,36.54,28,2112,363,1011,335,4.2222,INLAND
4688,-118.35,34.07,45,3312,880,1157,809,3.5719,<1H OCEAN
4325,-118.36,34.08,52,1965,480,794,451,3.2824,<1H OCEAN
5560,-118.44,33.95,37,2076,332,771,327,6.2551,<1H OCEAN
12725,-121.35,38.61,27,3900,776,1549,761,2.7788,INLAND
12434,-115.84,33.49,20,1660,379,637,250,2.0347,INLAND
2395,-119.34,37.12,23,1881,380,64,37,3.875,INLAND
12206,-117.05,33.52,5,3471,530,1541,502,4.8083,<1H OCEAN
2997,-119.03,35.32,12,2721,549,1294,523,2.5575,INLAND
4262,-118.33,34.1,30,5293,2446,4123,2127,1.51,<1H OCEAN
9949,-122.4,38.34,33,1408,273,520,212,3.5781,<1H OCEAN
3309,-122.63,38.94,25,661,144,192,93,1.7566,INLAND
943,-122.01,37.53,19,4572,712,2346,709,6.0667,NEAR BAY
17680,-121.84,37.32,16,1866,364,1835,412,5.3363,<1H OCEAN
1053,-121.83,39.76,12,9831,1921,4644,1775,3.1142,INLAND
8233,-118.2,33.77,41,1158,396,1209,336,2.7813,NEAR OCEAN
1262,-121.72,37.98,5,7105,1143,3523,1088,5.0468,INLAND
12699,-121.44,38.61,34,172,38,149,55,2.6442,INLAND
16635,-120.84,35.3,15,2062,327,781,316,4.9359,NEAR OCEAN
13237,-117.69,34.13,8,2915,371,1271,354,7.9627,INLAND
19693,-121.6,39.12,21,1299,338,1494,311,1.3348,INLAND
496,-122.26,37.85,52,3618,768,1508,755,3.2619,NEAR BAY
8731,-118.32,33.83,51,2399,516,1160,514,3.8456,<1H OCEAN
1469,-121.98,37.95,14,6290,854,2724,820,6.7371,INLAND
6652,-118.14,34.15,17,1896,674,971,652,0.8438,<1H OCEAN
19527,-120.96,37.64,41,1467,328,673,310,2.7917,INLAND
7385,-118.24,33.97,37,1212,314,1403,279,2.5536,<1H OCEAN
19041,-121.82,38.36,26,1974,364,1002,362,3.3036,INLAND
13276,-117.63,34.09,8,3557,890,2251,765,2.6818,INLAND
2543,-124.16,40.79,52,2148,421,975,430,2.2566,NEAR OCEAN
9561,-120.63,37.36,16,1605,282,866,284,4.0694,INLAND
20485,-118.67,34.28,21,4059,598,2133,634,5.6949,<1H OCEAN
15023,-117.01,32.76,22,3626,824,1800,769,2.8594,<1H OCEAN
20202,-119.2,34.26,25,2203,367,1194,377,5.4087,NEAR OCEAN
13251,-117.69,34.11,16,2427,522,794,491,2.6929,INLAND
18681,-121.82,36.86,17,1573,272,142,55,2.1719,NEAR OCEAN
20546,-121.77,38.69,47,1697,318,775,276,3.4559,INLAND
13699,-117.2,34.12,24,3532,618,1681,590,3.5,INLAND
15254,-117.27,33.02,13,5723,1242,2450,1140,4.7179,NEAR OCEAN
13622,-117.27,34.12,27,2896,684,1514,668,1.462,INLAND
10479,-117.69,33.6,12,3258,421,1464,435,6.5413,<1H OCEAN
15752,-122.44,37.77,52,3475,807,1518,777,3.6186,NEAR BAY
18601,-122.12,37.16,32,1602,317,752,275,5.1664,NEAR OCEAN
15491,-117.18,33.15,7,6225,1683,5410,1580,2.32,<1H OCEAN
7531,-118.23,33.91,27,1694,393,1890,373,3.0341,<1H OCEAN
8110,-118.2,33.79,47,767,195,569,195,2.9514,NEAR OCEAN
2115,-119.72,36.76,23,6403,,3573,1260,2.3006,INLAND
2014,-119.79,36.72,19,1719,391,1369,368,1.25,INLAND
4754,-118.33,34.05,46,3015,795,2300,725,2.0706,<1H OCEAN
5791,-118.23,34.14,33,2865,864,2061,790,2.6268,<1H OCEAN
6124,-117.9,34.11,23,4776,1316,4797,1187,2.1667,<1H OCEAN
18283,-122.08,37.35,33,2398,317,832,314,10.3591,NEAR BAY
19592,-120.87,37.62,30,455,70,220,69,4.8958,INLAND
6042,-117.74,34.05,30,1185,317,1466,302,2.625,INLAND
3610,-118.42,34.24,36,1181,220,775,218,4.7228,<1H OCEAN
15280,-117.3,33.06,24,2171,511,870,442,3.194,NEAR OCEAN
9434,-120.19,37.53,25,1470,341,706,283,1.7614,INLAND
2249,-119.81,36.81,33,3972,594,1324,561,5.4513,INLAND
17474,-119.89,34.44,25,2786,470,1669,462,5.5184,NEAR OCEAN
10573,-117.64,33.68,4,5687,970,2677,938,6.5069,<1H OCEAN
6462,-118.06,34.1,42,1576,313,697,282,4.3523,<1H OCEAN
1158,-121.53,39.53,35,1806,293,683,295,4.5156,INLAND
20121,-120.45,37.79,8,2687,495,5087,385,3.1719,INLAND
13467,-117.39,34.12,7,5059,780,3253,801,4.9196,INLAND
7785,-118.05,33.9,41,550,129,642,125,1.875,<1H OCEAN
4601,-118.27,34.05,24,323,214,751,189,1.8304,<1H OCEAN
8020,-118.11,33.84,37,1588,272,692,245,4.8594,<1H OCEAN
7634,-118.29,33.84,23,3626,799,2321,731,4.7393,<1H OCEAN
6595,-118.15,34.18,46,2230,488,1985,456,2.2328,<1H OCEAN
13774,-117.05,34.04,23,3967,766,1518,698,2.29,INLAND
19477,-120.97,37.67,31,1648,293,792,294,2.4,INLAND
3100,-117.69,35.65,5,1131,276,520,232,4.0167,INLAND
19677,-121.63,39.15,27,336,60,195,68,5.3946,INLAND
17277,-119.75,34.43,23,2982,837,1317,787,3.3776,NEAR OCEAN
9035,-117.84,34.63,5,6739,1251,4614,1266,4.002,INLAND
5286,-118.46,34.05,21,3639,1002,1489,983,4.6197,<1H OCEAN
2020,-119.8,36.7,28,1592,304,962,282,1.3304,INLAND
14073,-117.12,32.76,28,2160,608,1339,571,1.9152,NEAR OCEAN
14461,-117.28,32.84,21,2455,660,1015,597,3.7596,NEAR OCEAN
15676,-122.43,37.8,52,2788,813,1302,764,4.199,NEAR BAY
16817,-122.46,37.64,26,2806,375,1617,396,5.3922,NEAR OCEAN
1357,-121.91,38.02,15,2966,558,1687,527,3.4817,INLAND
16988,-122.27,37.55,16,4789,816,1840,763,6.7474,NEAR BAY
6609,-118.15,34.19,38,1750,411,1398,409,2.3967,<1H OCEAN
10372,-117.65,33.63,16,3388,425,1395,427,8.4471,<1H OCEAN
13123,-121.26,38.27,20,1314,229,712,219,4.4125,INLAND
6867,-118.12,34.06,25,1526,388,1304,378,3.1892,<1H OCEAN
942,-122.03,37.53,18,1746,437,1268,404,3.256,NEAR BAY
17640,-121.9,37.27,33,3410,583,1739,588,5.0714,<1H OCEAN
20151,-119.23,34.44,34,3193,664,1434,627,2.4777,<1H OCEAN
9464,-123.84,39.46,47,1150,244,552,201,2.5192,<1H OCEAN
9182,-118.56,34.37,23,3927,728,1984,707,4.8536,<1H OCEAN
5311,-118.43,34.06,41,1463,267,601,267,5.3777,<1H OCEAN
15723,-122.44,37.78,37,1235,314,481,297,3.6875,NEAR BAY
17159,-122.2,37.4,37,1296,194,540,192,8.2782,NEAR OCEAN
10430,-117.64,33.45,27,334,56,130,46,4.875,NEAR OCEAN
18252,-122.1,37.39,36,1860,367,794,366,5.0871,NEAR BAY
2771,-115.9,33.34,19,1210,248,329,155,1.7857,INLAND
352,-122.16,37.75,38,2457,624,1516,482,1.5625,NEAR BAY
3597,-118.5,34.25,32,2333,389,969,331,4.8164,<1H OCEAN
5559,-118.45,33.96,36,2723,547,1090,519,6.3267,<1H OCEAN
467,-122.28,37.87,52,1233,300,571,292,2.2788,NEAR BAY
12745,-121.38,38.64,19,4563,1069,2256,926,2.1472,INLAND
16757,-122.48,37.7,33,4492,,3477,1537,3.0546,NEAR OCEAN
4255,-118.35,34.1,20,2745,782,1161,739,3.9044,<1H OCEAN
9582,-120.49,37.32,10,1275,255,620,240,3.0263,INLAND
8917,-118.47,34.02,38,2163,651,1759,584,2.3382,<1H OCEAN
5786,-118.24,34.15,17,5282,1605,4116,1574,3.052,<1H OCEAN
7314,-118.19,33.97,30,1790,556,1827,520,1.7562,<1H OCEAN
14725,-117.01,32.8,17,1558,479,803,431,2.6934,<1H OCEAN
12561,-121.46,38.55,40,2077,435,1454,385,2.0074,INLAND
7762,-118.1,33.91,36,1080,201,719,201,4.2679,<1H OCEAN
14384,-117.24,32.74,44,1488,259,667,281,4.0862,NEAR OCEAN
19605,-121.03,37.55,32,946,198,624,173,1.9728,INLAND
17004,-122.28,37.54,24,5114,1357,3169,1268,3.9699,NEAR OCEAN
10561,-117.71,33.62,22,2520,387,1338,391,5.8898,<1H OCEAN
5580,-118.3,33.83,33,2716,660,1807,661,3.5473,<1H OCEAN
2726,-115.54,32.79,30,752,194,733,186,1.6607,INLAND
10348,-117.66,33.6,24,1684,232,781,230,6.8667,<1H OCEAN
13260,-117.67,34.1,28,1263,248,601,219,3.875,INLAND
11794,-121.18,38.83,15,4488,859,2114,805,2.9484,INLAND
6382,-118.04,34.16,38,1594,249,633,247,5.9582,INLAND
7300,-118.2,33.99,33,1134,375,1615,354,2.1468,<1H OCEAN
12345,-116.49,33.82,27,3316,636,2362,532,2.9569,INLAND
11891,-117.37,33.98,52,201,44,130,24,2.025,INLAND
12592,-121.51,38.52,30,3236,588,1167,569,4.0972,INLAND
730,-122.13,37.68,45,2457,445,1129,422,4.0588,NEAR BAY
2656,-124.25,40.28,32,1430,419,434,187,1.9417,NEAR OCEAN
19859,-119.29,36.34,10,1832,455,1664,429,2.0227,INLAND
12233,-116.95,33.74,20,2233,431,1024,399,2.4554,INLAND
540,-122.28,37.77,52,1468,363,870,347,2.9688,NEAR BAY
73,-122.29,37.81,46,12,4,18,7,0.4999,NEAR BAY
11609,-118.05,33.78,25,3112,435,1098,401,6,<1H OCEAN
14327,-117.16,32.71,5,2508,827,2066,761,1.3092,NEAR OCEAN
1359,-121.97,38.03,17,3685,685,1939,649,3.7043,INLAND
604,-122.08,37.69,36,2350,499,1105,467,3.3021,NEAR BAY
7770,-118.09,33.91,36,1442,271,990,268,4.0517,<1H OCEAN
5803,-118.25,34.14,37,584,260,552,235,1.8235,<1H OCEAN
12637,-121.47,38.48,24,2359,462,2048,476,3.2702,INLAND
11086,-117.89,33.83,35,2984,446,1435,455,5.6276,<1H OCEAN
11466,-117.99,33.66,29,1330,293,613,236,4.6591,<1H OCEAN
3352,-120.96,40.28,19,683,139,302,111,2.5,INLAND
9243,-120.06,36.98,12,2710,575,1724,516,1.4712,INLAND
4354,-118.39,34.1,30,6310,957,1776,880,8.944,<1H OCEAN
10721,-117.82,33.65,18,2105,302,830,286,6.3822,<1H OCEAN
11172,-117.98,33.83,32,1133,166,523,187,6.213,<1H OCEAN
13045,-121.24,38.63,4,11021,1565,3857,1494,7.2582,INLAND
17284,-119.74,34.41,30,2365,417,1053,409,5.5959,NEAR OCEAN
1958,-120.81,38.73,42,1276,260,799,259,2.7273,INLAND
4108,-118.37,34.13,28,4287,627,1498,615,8.5677,<1H OCEAN
13162,-121.4,36.86,36,1256,270,910,255,1.9405,INLAND
11772,-121.3,38.75,36,3903,885,2313,804,2.655,INLAND
19307,-122.82,38.33,25,3067,569,1602,550,3.9917,<1H OCEAN
11598,-118.07,33.79,34,2473,383,967,353,5.8283,<1H OCEAN
6374,-118.02,34.17,32,3868,548,1558,528,9.4667,INLAND
11224,-117.94,33.81,25,1731,482,1127,455,3.256,<1H OCEAN
8802,-118.38,33.79,32,10445,1620,4474,1576,7.7042,NEAR OCEAN
6110,-117.89,34.13,34,2159,386,1443,385,4.1995,<1H OCEAN
19886,-119.13,36.3,33,3379,612,1565,618,2.7321,INLAND
3280,-122.86,39.08,24,3127,674,1015,448,2.0417,INLAND
13505,-117.32,34.12,39,2210,498,1752,477,1.4066,INLAND
18398,-121.77,37.22,16,3992,540,2097,555,6.7287,<1H OCEAN
7502,-118.26,33.91,44,892,139,440,159,2.8859,<1H OCEAN
2605,-124.14,41.06,32,1020,215,421,198,3.0208,NEAR OCEAN
11940,-117.41,33.94,22,4179,1081,2096,1013,2.4435,INLAND
10962,-117.88,33.78,26,1813,421,1235,343,3.5972,<1H OCEAN
5008,-118.33,34.01,47,1320,259,653,291,3.7727,<1H OCEAN
13196,-117.7,34.08,33,4674,791,2769,784,4.1448,INLAND
7513,-118.26,33.9,38,1566,318,981,318,4.0234,<1H OCEAN
9357,-122.54,37.96,33,2534,495,996,449,4.3083,NEAR BAY
2589,-124.1,40.88,35,2987,578,1581,585,2.0657,NEAR OCEAN
3282,-122.79,39.09,20,1798,395,685,331,1.625,INLAND
4925,-118.24,34,43,863,206,788,187,0.9463,<1H OCEAN
3957,-118.59,34.21,17,2737,868,2924,785,2.5797,<1H OCEAN
6605,-118.17,34.19,45,1790,316,1035,312,4.0985,<1H OCEAN
15291,-117.29,33.12,4,1380,322,755,286,4.7961,NEAR OCEAN
4622,-118.32,34.07,52,2980,366,967,359,11.2185,<1H OCEAN
12372,-116.4,33.78,8,3059,500,612,208,6.8729,INLAND
10355,-117.6,33.72,36,1317,228,531,214,5.6346,<1H OCEAN
18982,-122.01,38.26,12,4132,710,2087,633,4.5987,INLAND
5426,-118.42,34.02,28,3167,737,1248,665,3.1941,<1H OCEAN
15345,-117.38,33.21,31,1502,367,1514,342,2.6442,NEAR OCEAN
14177,-117.08,32.72,32,2286,468,1741,467,3.0446,NEAR OCEAN
10970,-117.86,33.77,39,4159,655,1669,651,4.6111,<1H OCEAN
17894,-121.95,37.37,39,446,129,317,127,3.0357,<1H OCEAN
20633,-121.53,39.19,27,2080,412,1082,382,2.5495,INLAND
3007,-119.01,35.24,6,80,16,66,21,3.125,INLAND
1381,-122.11,38,9,3424,583,1460,543,5.76,NEAR BAY
13737,-117.21,34.04,14,3063,426,1570,419,6.2917,INLAND
12390,-116.44,33.74,5,846,249,117,67,7.9885,INLAND
14181,-117.05,32.72,35,1777,369,1158,353,3.4107,NEAR OCEAN
9736,-121.7,36.77,21,2294,478,1306,430,3.0347,<1H OCEAN
9708,-121.65,36.67,28,1926,556,1717,535,1.9385,<1H OCEAN
8332,-118.3,33.93,40,2434,477,1646,453,3.2024,<1H OCEAN
6339,-117.89,33.98,5,3088,711,1415,641,2.5125,<1H OCEAN
7562,-118.19,33.9,32,2762,652,2677,632,2.5719,<1H OCEAN
1716,-122.32,37.99,24,4865,968,2315,893,4.2852,NEAR BAY
17309,-119.59,34.39,35,622,170,278,139,3.6969,<1H OCEAN
2204,-119.85,36.82,15,1387,236,638,195,5.5842,INLAND
14765,-117.1,32.58,17,2046,559,1585,530,2.25,NEAR OCEAN
12889,-121.36,38.66,14,756,141,424,155,3.6953,INLAND
4505,-118.2,34.05,42,1703,586,2490,581,2.02,<1H OCEAN
3898,-118.51,34.2,37,2066,434,1031,414,4.0924,<1H OCEAN
10955,-117.88,33.76,17,1768,474,1079,436,1.7823,<1H OCEAN
16250,-121.27,37.97,39,1023,243,550,224,1.1141,INLAND
1961,-120.7,38.75,19,2325,430,967,376,2.9,INLAND
15044,-116.91,32.78,15,4058,511,1580,473,7.5,<1H OCEAN
12324,-116.44,33.93,17,5293,1266,1201,599,1.6849,INLAND
13323,-117.64,34.06,43,763,219,851,198,1.7292,INLAND
7612,-118.23,33.89,35,1255,344,1782,343,2.1949,<1H OCEAN
7145,-118.13,34.02,43,396,91,261,73,2.9044,<1H OCEAN
1504,-122.03,37.94,21,5541,776,2214,737,5.5777,NEAR BAY
2427,-119.49,36.58,21,2106,410,867,380,1.9913,INLAND
1141,-121.6,39.75,19,2888,591,984,499,1.9766,INLAND
10231,-117.93,33.86,35,931,181,516,174,5.5867,<1H OCEAN
1474,-122.04,37.97,26,2470,626,1174,573,2.9861,NEAR BAY
16224,-121.33,37.98,36,3113,576,1746,544,3.4625,INLAND
9143,-117.96,34.48,32,1896,342,806,299,4.5769,INLAND
15813,-122.42,37.76,52,4407,1192,2280,1076,3.3937,NEAR BAY
8905,-118.47,34.03,32,3024,784,1323,740,3.3889,<1H OCEAN
16738,-122.42,37.71,44,2080,489,1781,478,3.6827,NEAR BAY
14945,-116.98,32.74,16,3361,537,1754,578,5.1098,<1H OCEAN
6053,-117.76,34.04,36,2242,448,2052,447,3.4464,INLAND
14614,-117.17,32.79,43,1269,297,946,285,2.1447,NEAR OCEAN
7252,-118.12,33.99,24,1705,479,2037,459,2.4219,<1H OCEAN
1947,-120.87,38.71,13,2692,470,1302,420,4,INLAND
1818,-122.32,37.93,40,3056,489,1103,481,5.1067,NEAR BAY
19718,-121.83,39.23,25,3819,702,1983,658,2.4464,INLAND
142,-122.2,37.81,45,2964,436,1067,426,6.7851,NEAR BAY
2408,-119.44,36.6,5,2353,608,2505,573,2.2863,INLAND
19241,-122.75,38.54,6,6719,1016,2699,997,5.4886,<1H OCEAN
19599,-120.93,37.56,17,1812,361,672,334,1.55,INLAND
5546,-118.4,33.97,44,2825,453,1221,461,5.9544,<1H OCEAN
18872,-122.2,38.09,18,6860,1079,3205,1058,5.2957,NEAR BAY
19945,-119.36,36.21,18,1082,202,793,213,2.4032,INLAND
8604,-118.37,33.88,26,2620,530,1282,525,4.4828,<1H OCEAN
10309,-117.74,33.89,4,37937,5471,16122,5189,7.4947,<1H OCEAN
12138,-117.22,33.87,16,56,7,39,14,2.625,INLAND
2990,-118.99,35.32,35,1576,405,870,282,1.6575,INLAND
18281,-122.08,37.34,23,2597,335,922,338,10.5142,<1H OCEAN
20403,-118.88,34.22,22,3654,517,1565,518,6.2748,<1H OCEAN
3926,-118.54,34.19,22,3380,790,2199,737,2.5739,<1H OCEAN
10892,-117.87,33.72,39,3167,669,2789,619,3.5902,<1H OCEAN
16845,-122.43,37.61,21,10252,2595,4790,2428,4.1692,NEAR OCEAN
3385,-118.28,34.24,29,3390,580,1543,576,5.6184,<1H OCEAN
9486,-123.18,39.26,25,3066,570,1558,535,3.788,<1H OCEAN
4960,-118.3,34,52,1743,421,1206,384,1.6875,<1H OCEAN
5256,-118.48,34.07,37,4042,549,1318,542,12.8665,<1H OCEAN
20441,-118.78,34.26,24,4072,582,1834,565,6.0487,<1H OCEAN
10447,-117.59,33.43,14,3223,484,1230,488,6.5964,NEAR OCEAN
6490,-118.01,34.1,35,2120,412,1375,405,3.4609,INLAND
9730,-121.74,36.79,16,3841,620,1799,611,4.3814,<1H OCEAN
6218,-117.92,34.07,29,1699,399,1052,411,3.2122,<1H OCEAN
7389,-118.25,33.97,38,1231,346,1217,354,1.8661,<1H OCEAN
4139,-118.18,34.12,29,2640,737,1795,655,2.369,<1H OCEAN
9133,-118.08,34.55,5,16181,2971,8152,2651,4.5237,INLAND
19435,-121.04,37.67,16,19,19,166,9,0.536,INLAND
11663,-118.02,33.85,31,1922,329,1030,353,5.3416,<1H OCEAN
3166,-118.91,35.27,29,1401,317,1344,306,2.0921,INLAND
2237,-119.81,36.85,17,2340,370,1174,396,4.2304,INLAND
479,-122.28,37.86,52,3007,691,1582,636,2.5652,NEAR BAY
15199,-117.1,32.9,16,2994,445,1047,437,5.149,<1H OCEAN
19050,-121.83,38.43,24,1307,314,917,291,2.2244,INLAND
3847,-118.45,34.18,39,1810,388,839,380,3.7171,<1H OCEAN
9075,-118.16,34.7,33,2918,494,1365,478,4.8787,INLAND
17235,-119.67,34.47,35,2700,422,1995,383,4.9757,<1H OCEAN
10818,-117.91,33.65,19,1589,421,1118,394,4.1029,<1H OCEAN
5121,-118.31,33.96,52,2523,460,1167,413,3.0625,<1H OCEAN
1791,-122.37,37.93,45,3150,756,1798,749,1.75,NEAR BAY
5027,-118.34,33.99,46,1217,322,662,305,3.1731,<1H OCEAN
14067,-117.12,32.75,25,2222,634,1025,568,1.64,NEAR OCEAN
12685,-121.4,38.53,38,152,30,65,35,0.9274,INLAND
2095,-119.76,36.75,35,1607,383,1407,382,2.19,INLAND
7491,-118.23,33.92,32,2698,640,1953,613,1.2222,<1H OCEAN
3320,-122.83,38.99,15,289,49,191,54,1.6833,INLAND
1610,-122.06,37.86,16,5187,1014,1512,986,4.4551,NEAR BAY
4910,-118.27,34.01,35,1193,355,1784,341,1.8652,<1H OCEAN
16035,-122.46,37.72,49,1207,255,658,220,4.0859,NEAR OCEAN
16511,-121.25,37.76,22,2430,417,1292,391,3.4009,INLAND
18446,-121.82,37.23,23,4487,584,2024,580,7.5218,<1H OCEAN
5645,-118.3,33.75,23,1957,517,1454,526,3.5056,<1H OCEAN
4747,-118.34,34.05,39,975,292,723,285,2.2725,<1H OCEAN
2100,-119.76,36.75,35,2347,526,1676,481,1.6548,INLAND
18809,-121.65,40.88,15,2909,549,1537,522,3.0179,INLAND
4995,-118.3,33.99,47,2637,588,1903,521,1.8317,<1H OCEAN
15483,-117.15,33.14,15,1070,208,470,217,2.3062,<1H OCEAN
554,-122.26,37.77,52,1848,479,921,477,2.875,NEAR BAY
11577,-118,33.76,12,1250,331,1047,334,3.0625,<1H OCEAN
15104,-116.98,32.85,12,3570,713,3321,666,4.0882,<1H OCEAN
16416,-121.28,37.9,28,371,71,171,70,0.9614,INLAND
14766,-117.1,32.58,33,393,76,330,80,4.1029,NEAR OCEAN
17214,-119.71,34.44,52,1837,343,711,355,4.1316,<1H OCEAN
16313,-121.33,38.01,36,1383,207,531,203,5.9191,INLAND
3533,-118.54,34.26,23,4960,592,1929,586,10.9052,<1H OCEAN
16938,-122.33,37.56,50,1975,245,644,251,10.0743,NEAR OCEAN
8965,-118.39,34,35,1465,386,1104,345,4.056,<1H OCEAN
8804,-118.42,33.75,22,17591,2604,6897,2492,8.2831,NEAR OCEAN
4955,-118.31,34.01,48,2544,532,1357,498,2.5263,<1H OCEAN
15667,-122.44,37.8,52,2869,594,500,335,5.0376,NEAR BAY
18826,-122.53,41.81,21,2400,485,1109,443,1.7639,INLAND
6063,-117.83,33.99,14,17527,2751,8380,2676,6.2734,<1H OCEAN
13466,-117.38,34.12,17,5959,1208,4115,1088,2.4053,INLAND
16614,-121.12,35.58,16,4109,798,1298,626,3.4799,NEAR OCEAN
4915,-118.27,34,48,1869,461,1834,441,1.7052,<1H OCEAN
14938,-117.02,32.64,5,260,41,157,42,6.5151,NEAR OCEAN
8212,-118.17,33.79,28,1219,408,1816,348,1.7589,NEAR OCEAN
1438,-122,37.97,27,2491,428,1171,431,5.1021,INLAND
6472,-118.06,34.09,40,1975,389,1116,378,4.2898,<1H OCEAN
3774,-118.42,34.16,28,4664,1040,1963,961,3.9028,<1H OCEAN
1008,-121.76,37.68,35,1864,357,1189,349,4.2361,INLAND
6501,-118.05,34.08,34,572,154,752,182,2.0433,<1H OCEAN
16077,-122.48,37.74,52,2841,517,1372,517,3.9236,NEAR OCEAN
7321,-118.18,33.99,38,1010,315,1157,301,1.6341,<1H OCEAN
4362,-118.37,34.08,52,1466,254,600,253,5.7524,<1H OCEAN
7329,-118.17,33.98,36,627,177,834,175,2.9844,<1H OCEAN
14443,-117.25,32.8,26,2442,659,1134,624,3.3274,NEAR OCEAN
2819,-119.04,35.41,25,1577,310,844,309,3.0625,INLAND
9531,-120.46,37.51,22,2704,497,1432,399,2.9,INLAND
19574,-120.97,37.62,7,8489,1673,5807,1575,2.9451,INLAND
18553,-122.04,36.96,42,538,107,200,104,2.1667,NEAR OCEAN
14511,-117.15,32.91,14,1259,238,889,247,4.9464,<1H OCEAN
1436,-122.01,37.98,29,2001,373,956,370,4.317,NEAR BAY
17351,-120.41,34.88,8,3119,620,1159,544,3.5288,<1H OCEAN
10639,-117.79,33.69,15,1875,316,890,316,6.5783,<1H OCEAN
9812,-121.93,36.6,33,3455,683,1704,663,4.0154,NEAR OCEAN
17949,-121.96,37.34,36,844,153,373,160,5.791,<1H OCEAN
16109,-122.5,37.74,45,1771,349,1098,342,3.7552,NEAR OCEAN
6692,-118.08,34.13,35,1897,279,733,291,7.4185,INLAND
11551,-117.98,33.75,37,1264,274,783,273,3.3438,<1H OCEAN
16311,-121.34,38,32,3877,687,1642,647,4.0444,INLAND
16998,-122.27,37.54,16,3913,565,1752,557,7.3644,NEAR BAY
2740,-115.56,32.78,29,1568,283,848,245,3.1597,INLAND
